"","X","tree.size","tree.number","sig2.1","sig2.2","sig2.cov","root.1","root.2","r.term.1","r.term.2","r.term.cov","est.sig2.1","est.sig2.2","est.sig2.cov","est.root.1","est.root.2","est.r.term.1","est.r.term.2","est.r.term.cov","log.likelihood","convergence"
"53",8,50,2,1,0.5,-0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.289055775852203,0.0160406802726633,-0.0195988878381905,-0.462552784147295,0.446104159746625,-0.0538229334306328,0.0076609166376346,0,80.4157404064224,0
"54",9,50,2,1,0.5,-0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.173145018881674,0.00876895194511796,-0.0535127646501628,-134370990075493,-245601855060768,0.0225554506099653,0.0486623790449077,0,99079191802150960,10
"55",1,50,9,1,0.5,0,0,0,-0.0138629436111989,-0.0138629436111989,0,0.529580463272529,0.264295342557323,0.570716659896946,-15959697822838552,16925067385173610,0.0280707273429414,0.0370165250137394,0,1513209474796486656,10
"56",2,50,9,1,0.5,0,0,0,-0.0460517018598809,-0.0460517018598809,0,0.142946689310308,0.0267353440983718,0.144370625195642,-38.2983987464256,-24.6384903282914,0.0271905112208165,0.0568732968483478,0,427660.09146165,10
"57",3,50,9,1,0.5,0,0,0,-0.0921034037197618,-0.0921034037197618,0,0.00596158218461592,0.219519673830087,-0.0664594798709905,-0.0103833313590361,0.310701446379841,0.0839060198429909,0.00129280881288961,0,26.4834527966324,10
"58",4,50,9,1,0.5,0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.353256181508552,0.0482326832278841,0.262789712579075,-6644198650297154,4457132508805697,0.0283145403704439,0.0443472443759374,0,864691128455135360,10
"59",5,50,9,1,0.5,0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.47829727350455,0.558218430021089,0.527801077738958,0.656393334204996,-0.3955623586226,0.00552192369113424,-0.00106648714072729,0,-21.9476407209117,10
"60",6,50,9,1,0.5,0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.0957119139497374,0.199728902371042,0.263870393278503,-51484741903644.6,-25462033322096.4,0.0469703605173493,0.0190453421994732,0,92112686128562208,10
"61",7,50,9,1,0.5,-0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,3.11089601755227,0.0627531301908393,-0.623644455774155,668900717379792,-959481529339888,-0.015871543041848,0.0586786184293693,0,22799473113563120,0
"62",8,50,9,1,0.5,-0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.120590180653323,0.346380988478058,-0.329801731649671,-104574495490644,-177966187777524,0.0207069915381709,0.0207751060540871,0,25702183810891812,0
"63",9,50,9,1,0.5,-0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.21672544092523,0.0337997084174617,-0.0917862847365816,-0.294137692074369,0.0914033612512132,-0.00892843996473908,0.0444174048617479,0,14.7109479792382,0
"64",1,50,1,1,0.5,0,0,0,-0.0138629436111989,-0.0138629436111989,0,0.608283545488743,0.254647876268459,-0.00222339260899714,1.85833572781046,0.303168358095087,-0.0099633164087773,-0.0152477473339805,0,-22.4369354976455,0
"65",2,50,1,1,0.5,0,0,0,-0.0460517018598809,-0.0460517018598809,0,0.162265051870986,0.243990124360258,-0.289304619943999,-440733395253839,-580794432541214,0.0193299467448562,0.0218935070007408,0,630503947831869568,10
"66",3,50,1,1,0.5,0,0,0,-0.0921034037197618,-0.0921034037197618,0,0.451692627044324,0.194566475043564,-0.526985733856003,-369625174221284,-196133731301146,0.0336871841977649,0.0273480889370551,0,12666373951979506,10
"67",4,50,1,1,0.5,0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.992028211443703,0.200100908136154,0.119758815157794,0.546876234015872,0.207731057453677,-0.0340593275564863,-0.0102657745251444,0,0.69230354745671,0
"68",5,50,1,1,0.5,0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.0158869616644672,0.0238651305942924,-0.0313165155425038,0.262843436484558,0.181386672202056,0.0462641938940438,0.074990261744011,0,21.9711516251783,0
"69",6,50,1,1,0.5,0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.328449302287676,0.155791568433702,0.440130336340961,-414037395806081,679957831842512,0.0209197620156383,0.0348320431361544,0,579592161419329536,10
"70",7,50,1,1,0.5,-0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.423103437360074,0.254771882297634,-0.100085360250712,-0.478728518244182,0.482345243572166,-0.017838604124058,-0.0186869027790363,0,6.97907177887878,0
"71",8,50,1,1,0.5,-0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.09111761387192,0.0981347453220569,-0.115238868701124,4057735333054586,1600923539983960,0.0178907377274856,0.00763909815644574,0,249527566853996640,10
"72",9,50,1,1,0.5,-0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.139627532456037,0.0575367103715539,-0.197562542698112,-205676244504477,-120788936106945,0.0300486631964683,0.0283797027342528,0,75712370688655408,10
"73",1,50,3,1,0.5,0,0,0,-0.0138629436111989,-0.0138629436111989,0,0.221950777197025,0.115484628699125,0.284610149219209,302546798177678,-280784101626289,0.0333623104445294,0.0383180678083834,0,55169095435288576,10
"74",2,50,3,1,0.5,0,0,0,-0.0460517018598809,-0.0460517018598809,0,0.223232624207103,0.107285659181405,0.224657327118983,-1804039561682546,1183894043724244,0.0254159634476379,0.0243664911151155,0,108086391056891920,10
"75",3,50,3,1,0.5,0,0,0,-0.0921034037197618,-0.0921034037197618,0,0.139124308725323,0.0385836766570322,0.000802517421884623,-0.313344865387375,0.0921851068334388,-0.102545535018579,-0.0774566202806033,0,150.757669235962,0
"76",4,50,3,1,0.5,0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.336549173500087,0.196555907082549,0.349857137026669,418067471076255,-427831067344340,0.0298820772088224,0.0372344757506455,0,11751580277669862,0
"77",5,50,3,1,0.5,0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.465743646004722,0.0496171746812522,0.21935435507003,810359637540131,-598354489737987,0.0168156035156838,0.0317650673780712,0,29273397577908252,0
"78",6,50,3,1,0.5,0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.106009642528707,0.147584403401544,5.05780363447292e-05,0.278112617171886,0.15004563295193,-0.118929276791067,-0.159572761962901,0,207.890885628555,0
"79",7,50,3,1,0.5,-0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.393195604817219,0.478003583564295,-0.689216592366726,11266345856637008,7394395977851018,0.0290035062654141,0.0200766052944538,0,3.999196469105e+18,10
"80",8,50,3,1,0.5,-0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.340580364394346,0.0858643336492873,-0.285478182239031,52422793690296336,21484561186659312,0.0294267511571239,0.0262205439531669,0,1.31778927976563e+21,0
"81",9,50,3,1,0.5,-0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.332300126780157,0.0382877815913953,-0.000714211780771173,-0.274176457817042,0.24454105668011,-0.122192482087317,-0.0796341304588983,0,176.35989694073,0
"82",1,50,8,1,0.5,0,0,0,-0.0138629436111989,-0.0138629436111989,0,0.241824991062332,0.122183983519557,0.503305938890526,-398583193919500,155754359116390,0.0623018327263922,0.0473006661362468,0,91514551803052000,0
"83",2,50,8,1,0.5,0,0,0,-0.0460517018598809,-0.0460517018598809,0,0.0706381483410321,0.104279360434662,0.136670426227547,-4807848170539.01,1289597279691.17,0.0348822086431275,0.0102170053045639,0,5981081262096465,0
"84",3,50,8,1,0.5,0,0,0,-0.0921034037197618,-0.0921034037197618,0,0.0748881120541725,0.0278068194006135,-0.0900983470897126,11817306924476.6,10545869222534.9,0.0331874406568598,0.0408884849629331,0,4693815138975820,0
"85",4,50,8,1,0.5,0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.500934126249207,0.111808700215579,0.484906030673988,-105185155175987,76311339114169.6,0.0404158078053418,0.0517972913672239,0,8629791888506854,10
"86",5,50,8,1,0.5,0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.253656461798887,0.0461385064953753,0.208758450248157,-5912627695085.22,3718354631073.92,0.0320728921659169,0.0397734760120913,0,1159984767303716,10
"87",6,50,8,1,0.5,0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.0673918013297579,0.0265344976391493,0.0777520758872114,36625090677768.6,-64896560933195.2,0.0236172647022245,0.0429335562419034,0,94294117198069840,10
"88",7,50,8,1,0.5,-0.5,0,0,-0.0138629436111989,-0.0138629436111989,-0.0138629436111989,0.613183068595405,0.322100499193496,-1.18718107068537,-533530298617518,-376110189292524,0.0383715447877912,0.0377813863554238,0,81627743246090192,10
"89",8,50,8,1,0.5,-0.5,0,0,-0.0460517018598809,-0.0460517018598809,-0.0460517018598809,0.51757548145952,0.258261903284645,-0.31182683628054,-1.04532509964701,0.241046693881144,0.0180347385312226,0.00376947681258807,0,-33.9830619338391,0
"90",9,50,8,1,0.5,-0.5,0,0,-0.0921034037197618,-0.0921034037197618,-0.0921034037197618,0.389960052078102,0.104575713503786,-0.430050009416602,3741272678928.57,1833035503271.22,0.0321160639860732,0.0309566928750979,0,148038932758543,10
