,X,tree.size,tree.number,sig2.1,sig2.2,sig2.3,sig2.4,theta.1,theta.2,alpha.1,alpha.2,alpha.3,alpha.4,est.sig2.1,est.sig2.2,est.sig2.3,est.sig2.4,est.theta.1,est.theta.2,est.alpha.1,est.alpha.2,est.alpha.3,est.alpha.4,log.likelihood,convergence
1,1,150,1,1,0,0,0.5,1,2,0,0,0,0,71.9505735,-42.98071012,-42.98071012,340.2293098,0.469495347,-0.234864479,8.80861291,-0.231544112,-0.231544112,74.53878753,-589.4964974,0
2,2,150,1,1,0,0,0.5,1,2,0,0,0,0,451.1769095,610.3257836,610.3257836,1090.849533,0.076327179,-0.605275144,80.83164448,132.7700437,132.7700437,274.2006331,-571.902114,0
3,3,150,1,1,0,0,0.5,1,2,0,0,0,0,807.9950723,30.41664309,30.41664309,335.2005626,-1.125074967,-0.075575018,84.94119504,-4.897368293,-4.897368293,146.475705,-552.633395,0
4,4,150,1,1,0,0,0.5,1,2,0,0,0,0,119.7583511,-134.1259434,-134.1259434,2898.921322,0.366183714,0.063363802,20.61665724,58.08149157,58.08149157,660.6832767,-606.8108847,0
5,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,8.863318312,-0.122635864,-0.122635864,9.122589531,0.987461502,1.690919744,12.36615462,0.710470706,0.710470706,10.68743369,-283.7042685,0
6,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,36.81829751,-13.57374598,-13.57374598,5.99075197,0.955047533,2.105228592,41.53337846,-6.138002478,-6.138002478,5.096068126,-255.2244265,0
7,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,28.79951312,-14.49194281,-14.49194281,20.48110809,0.744310171,1.595078088,64.12382812,-46.74675465,-46.74675465,44.48076998,-277.509503,0
8,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,5.81821116,-5.789875537,-5.789875537,9.865452788,0.911724724,1.945024296,6.668285241,-4.297669627,-4.297669627,7.063744781,-301.7841983,0
9,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,51.41402502,-71.58746349,-71.58746349,183.0204218,1.037609049,1.685852821,39.83879172,-63.42651262,-63.42651262,156.0184335,-371.3145723,0
10,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,69.08052608,99.12605084,99.12605084,169.9075736,0.926669178,1.905431321,87.38791788,116.5331675,116.5331675,167.147358,-372.1417414,0
11,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,37.17908201,-2.17181481,-2.17181481,30.94362472,0.271811494,0.87731699,26.72448445,-13.04299992,-13.04299992,20.44130038,-404.4479451,0
12,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,18.06737652,-0.587918869,-0.587918869,8.958066731,0.92244254,1.419832213,16.1951361,3.641590041,3.641590041,7.01614163,-355.6496127,0
13,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,136.3303408,-292.4897209,-292.4897209,1156.500212,2.0439412,0.443456473,16.82895221,-39.47247464,-39.47247464,301.2211545,-564.50208,0
14,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,667966.3164,52753.38429,52753.38429,4168.417005,-0.127711305,0.847589058,340763.6039,29003.65499,29003.65499,2485.20206,-409.1924222,0
15,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,752.256852,681.2501505,681.2501505,619.3782892,0.888776815,-0.240531346,128.7908778,136.142717,136.142717,154.4179565,-509.9501258,0
16,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,742.1253363,9.506837241,9.506837241,561.8057111,-0.214955425,1.258253853,287.7526644,51.34619346,51.34619346,245.87407,-457.62487,0
17,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,2093.894129,911.4764224,911.4764224,690.6073298,0.46383648,0.670389475,206.3819646,-54.52540292,-54.52540292,248.3004929,-513.4646859,0
18,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,150.511972,77.59654169,77.59654169,76.1134032,0.476782452,0.654724547,16.84951475,0.065173295,0.065173295,19.78903784,-531.1646623,0
19,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,92.18932106,98.14561294,98.14561294,104.4867426,0.040590556,-0.3561489,11.85974716,9.760968892,9.760968892,36.98504044,-458.0323053,0
20,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,48.97243353,57.91990203,57.91990203,139.5442202,1.236902715,0.347474567,9.478439308,-10.20277496,-10.20277496,69.34670056,-504.9090384,0
21,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,107.0785824,60.76554618,60.76554618,72.06423939,1.060270442,2.08487934,139.0745485,8.425738248,8.425738248,111.301268,-221.5893164,0
22,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,24.67288799,0.828991062,0.828991062,3.04257548,1.111920403,1.872754487,37.42282189,-6.50112182,-6.50112182,8.483705791,-233.1945473,0
23,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,7.901380818,13.61292871,13.61292871,30.79024263,1.009500367,1.974797309,10.86606114,-3.158569705,-3.158569705,20.79480371,-261.5872363,0
24,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,32.22143635,-32.81641821,-32.81641821,48.69116133,1.033542074,1.855360085,115.6406646,-136.2497361,-136.2497361,179.8856985,-206.5553358,0
25,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,7.954002621,6.764686887,6.764686887,21.58339921,1.013565125,1.503690446,9.079333785,-4.262429954,-4.262429954,22.85103989,-301.1852672,0
26,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,413.3756476,124.7036186,124.7036186,221.5966002,1.229840354,1.349771415,306.9835431,79.31129424,79.31129424,195.2451609,-347.8777511,0
27,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,42.36322055,6.033591917,6.033591917,18.7972134,0.038120591,0.629184891,56.43209284,-35.14424911,-35.14424911,42.78988468,-296.079977,0
28,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,582.0234142,58.76381003,58.76381003,7.943593991,1.219030559,1.583744166,368.7340568,-75.40337159,-75.40337159,67.93953522,-326.5604922,0
29,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,22.8084701,29.71563334,29.71563334,90.23925861,0.233657204,0.535137597,12.83476695,-10.8975314,-10.8975314,37.51574745,-448.142024,0
30,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,946.9943723,885.6135622,885.6135622,1328.881606,-0.031644585,0.789643213,230.2343883,37.60312328,37.60312328,404.6638053,-452.2351995,0
31,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,57.81628795,118.7506339,118.7506339,243.9406825,-0.055450898,0.257820871,15.5579064,-11.95492494,-11.95492494,81.2844592,-489.2357511,0
32,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,590.1460158,139.0935511,139.0935511,32.78347854,0.53439752,1.01304682,148.231506,-25.01619959,-25.01619959,35.80026317,-449.677759,0
33,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,399.5692396,-396.5604538,-396.5604538,393.57433,-0.200000694,-0.208665626,24.03378662,-18.36505489,-18.36505489,55.61075189,-561.6110418,0
34,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,520.801557,92.94380756,92.94380756,17.6965673,-0.259114241,0.191932249,177.4078629,105.2431652,105.2431652,79.12227238,-493.8140033,0
35,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,35.33670769,40.57752852,40.57752852,452.6200819,1.76681607,-0.544834845,49.58818862,98.56764144,98.56764144,254.9690621,-484.2270718,0
36,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,572.4679911,-68.71775457,-68.71775457,8.248723947,1.002680285,-1.090798167,76.37305204,12.49757621,12.49757621,15.74248394,-518.6028772,0
37,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,0.080661601,-2.577696571,-2.577696571,109.496399,1.000946895,1.901915412,25.31060829,48.19218365,48.19218365,172.0530416,-252.5057312,0
38,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,4.675489087,0.472940465,0.472940465,26.60708224,0.986780032,2.004473276,40.56191372,29.71232451,29.71232451,29.80048575,-284.5707059,0
39,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,32.82513194,-36.52260628,-36.52260628,50.9028044,0.875292345,1.725374619,43.924533,-41.9035903,-41.9035903,86.4703126,-194.2038477,0
40,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,62.44013,21.51590933,21.51590933,7.466277529,0.875829303,1.941363198,195.6857385,123.1439473,123.1439473,81.435392,-227.1435704,0
41,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,101.0267897,-154.5327264,-154.5327264,236.383183,1.048504263,1.364400894,48.03068604,-31.83892012,-31.83892012,187.3807971,-291.6907249,0
42,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,15.3430413,-18.67235795,-18.67235795,28.85940562,1.107834161,1.655927637,6.466297803,-1.413167624,-1.413167624,11.16777066,-350.7132947,0
43,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,12.48395097,1.656527276,1.656527276,23.90743476,0.672718713,1.326954728,11.49936272,2.706574065,2.706574065,18.23703607,-349.2350458,0
44,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,13.19186081,13.55196402,13.55196402,192.4780967,1.017097142,1.270754246,76.11850989,81.2276821,81.2276821,129.4115306,-377.5947772,0
45,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,60.91996832,-17.82922332,-17.82922332,10.05047321,0.029224437,0.612090354,19.17810269,3.373228455,3.373228455,8.902663609,-396.6593497,0
46,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,30.24014975,-22.06807605,-22.06807605,47.83849773,0.149670904,0.333003401,14.62832311,8.187025456,8.187025456,28.11522701,-405.4297695,0
47,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,124.4244281,-14.15299546,-14.15299546,1.609873313,-0.120532548,0.802285749,46.68268628,14.15596128,14.15596128,13.23248139,-405.0288105,0
48,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,76.30023854,84.68195615,84.68195615,299.4906198,0.678293768,-0.488163105,127.3340222,144.5367587,144.5367587,193.8634655,-454.7124589,0
49,1,150,1,1,0,0,0.5,1,2,0,0,0,0,251.2396859,-55.01990265,-55.01990265,32.79444866,-0.267588811,0.977233168,72.52518536,-26.52479691,-26.52479691,19.79424889,-470.8577909,0
50,2,150,1,1,0,0,0.5,1,2,0,0,0,0,516.6425575,-267.2706731,-267.2706731,240.5230173,-0.828750269,-0.56476205,54.62363681,-37.92146782,-37.92146782,77.72372854,-555.5637931,0
51,3,150,1,1,0,0,0.5,1,2,0,0,0,0,404.2464571,-107.1279797,-107.1279797,80.27945398,2.106158241,0.875795913,76.64356052,-38.18458901,-38.18458901,40.95078372,-520.213261,0
52,4,150,1,1,0,0,0.5,1,2,0,0,0,0,59.1931255,-45.750401,-45.750401,43.74365398,4.353649206,0.091607533,11.09128989,-12.53035563,-12.53035563,21.9166805,-473.7121956,0
53,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,1581.624487,-640.6785679,-640.6785679,506.4687723,0.958485027,1.933561801,2433.324093,-894.9344977,-894.9344977,715.2161492,-256.1636852,0
54,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,272.7770146,-175.2114274,-175.2114274,438.9002343,1.154287344,1.856199868,374.7992559,-1.475703336,-1.475703336,465.7658717,-271.3870731,0
55,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,2941.261629,-933.3966389,-933.3966389,432.7151013,0.77810596,1.5044329,4661.448743,-2567.952525,-2567.952525,1702.166278,-276.4490157,0
56,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,175.2989168,-35.63029667,-35.63029667,118.6517055,1.102411967,1.968339517,237.318094,1.21181992,1.21181992,210.2535202,-250.8898115,0
57,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,1.163859722,0.084530988,0.084530988,0.615419446,1.011140037,1.081237587,0.604604672,0.118319136,0.118319136,0.533277953,-273.0193466,0
58,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,0.969787353,-0.025842523,-0.025842523,0.484152387,1.183787019,1.396041279,0.866170573,0.197843496,0.197843496,0.248582466,-248.119087,0
59,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,0.797318117,0.013137679,0.013137679,0.449998342,0.910982368,1.455615687,0.594077726,-0.302570536,-0.302570536,0.309242138,-241.3497639,0
60,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.00559611,0.123499317,0.123499317,0.486336564,1.116974695,1.589589709,0.764840645,0.254956834,0.254956834,0.243251266,-255.7406787,0
61,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,6154.200628,-3993.725196,-3993.725196,2591.700373,0.643308671,0.233595168,997.8910075,-803.6163337,-803.6163337,789.1820543,-485.1220062,0
62,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,251.340486,-36.72210016,-36.72210016,257.7877653,0.881311683,0.527383948,91.94742568,-13.32906113,-13.32906113,99.55133669,-466.27359,0
63,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1461.750438,-300.6683767,-300.6683767,404.1991978,1.049934841,0.83173566,312.7655956,-58.62916298,-58.62916298,139.5636162,-510.0556254,0
64,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,812.3135643,-1198.763233,-1198.763233,3691.128943,0.585391112,0.222589954,185.7387899,-292.2254237,-292.2254237,1185.995006,-507.6597083,0
65,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,41.2672528,43.12146143,43.12146143,52.85507694,-0.63422676,-1.001848465,6.127533667,3.46950951,3.46950951,14.41827366,-447.4221889,0
66,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,228.4014476,225.9657161,225.9657161,224.0823209,0.555314382,0.393187053,26.64752055,21.67725775,21.67725775,57.86144998,-442.3897798,0
67,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,63.13879931,-2.052391745,-2.052391745,18.01361897,-1.660597211,-0.543359206,16.57606883,-7.662050494,-7.662050494,11.02899029,-479.4093412,0
68,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,555.9099741,670.6212447,670.6212447,813.1116549,-0.585679966,-1.730842099,45.36198541,41.39598349,41.39598349,109.7439907,-506.5257233,0
69,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,194.4357476,469.9426491,469.9426491,1136.305197,1.075302694,2.002288719,175.9702977,257.3969756,257.3969756,1560.955828,-220.8313901,0
70,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,1647.346363,2937.855067,2937.855067,5358.140955,1.17725829,1.756583951,1665.294093,3638.594166,3638.594166,10397.54701,-230.5596613,0
71,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1642.187016,473.5525471,473.5525471,139.591992,0.935091928,1.892860169,2834.409562,-1232.894682,-1232.894682,1034.142023,-242.825345,0
72,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,82.68278715,39.3159253,39.3159253,153.3380432,1.083234796,1.791861805,131.0456748,-82.67232391,-82.67232391,366.3913412,-228.4701293,0
73,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.043897259,0.499089779,0.499089779,0.410824787,0.526941682,0.982355984,0.658751591,-0.051542988,-0.051542988,0.218196256,-191.834014,0
74,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,0.931734582,0.423647856,0.423647856,0.470863312,1.059326493,1.336519293,0.873860131,0.27162662,0.27162662,0.495889299,-186.5882605,0
75,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,0.892615543,0.339810911,0.339810911,0.393686768,0.554982815,0.960575001,0.724268958,-0.368606718,-0.368606718,0.319716575,-205.9023268,0
76,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,0.972929844,0.544820065,0.544820065,0.576114216,0.781351626,1.461954191,0.603827058,0.207138093,0.207138093,0.454266364,-205.2164872,0
77,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,604.4791196,347.8601168,347.8601168,507.1937168,0.67110682,0.466198681,144.376055,-13.71608726,-13.71608726,188.4980883,-466.0037471,0
78,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,875.9175448,-354.8805072,-354.8805072,176.6249762,1.140113238,0.489152936,522.2236249,-434.3453843,-434.3453843,437.1388834,-394.2965062,0
79,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,614.9254532,10.50122472,10.50122472,190.1134087,0.263421045,0.274345929,315.8871434,-289.5201455,-289.5201455,392.7818581,-416.5013774,0
80,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,335.9820978,81.43060961,81.43060961,32.14729593,-0.242495336,-0.035106577,75.44158071,-7.801394369,-7.801394369,26.01303554,-422.3748596,0
81,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,37.52837116,-55.13373806,-55.13373806,110.1149736,-1.533025375,0.507631973,5.087548852,-2.118902372,-2.118902372,31.83101804,-503.3648851,0
82,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,145.0206381,-95.67492225,-95.67492225,77.92766262,0.098132865,1.368353706,17.04647306,-4.296229118,-4.296229118,13.86441678,-480.5826876,0
83,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,261.7063046,-92.92244869,-92.92244869,54.8356279,-1.91706003,1.459975905,64.43736363,-9.815559778,-9.815559778,9.919573597,-505.1404733,0
84,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,56.15211846,-80.96120938,-80.96120938,135.3212926,-3.175020015,2.49876622,10.45641994,5.294682576,5.294682576,31.37894423,-488.2309841,0
85,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,934.8007852,562.7929102,562.7929102,393.6429136,1.025331751,2.003956692,2621.006923,2284.656871,2284.656871,2114.958628,-225.3604976,0
86,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,6759.861041,-4183.266964,-4183.266964,5043.475329,1.100810006,1.732516851,8495.867097,2585.979372,2585.979372,6331.090566,-247.1193231,0
87,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,2903.197317,1089.814378,1089.814378,414.7503922,0.740099186,1.567889039,4871.561885,2382.162506,2382.162506,1241.629538,-234.756933,0
88,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,446.4226159,-63.41504537,-63.41504537,9.008212742,0.983667308,1.917309159,757.7728811,303.8580913,303.8580913,195.2935106,-274.4783705,0
89,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.832719084,-0.864680808,-0.864680808,0.672173912,0.888330632,1.251856336,1.60049727,-0.056017612,-0.056017612,0.633846864,-196.8376847,0
90,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,0.899394706,-0.446878159,-0.446878159,0.395981231,1.599337184,1.013234482,0.656827051,0.202036628,0.202036628,0.319957563,-175.6453572,0
91,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,0.710705463,-0.447632846,-0.447632846,0.592192,0.519321316,1.190534112,0.338632289,-0.177740833,-0.177740833,0.424104321,-211.5673913,0
92,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,0.901638762,-0.451368928,-0.451368928,0.544945491,1.097597474,0.956370972,0.683716434,0.216698775,0.216698775,0.268286815,-222.4394535,0
93,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,65.1379796,-420.306197,-420.306197,2712.328397,0.370844893,0.266105213,181.8191421,354.5837003,354.5837003,1542.624083,-439.7931268,0
94,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,160.1727757,112.4157742,112.4157742,1597.047301,0.776053031,0.230164426,347.83278,476.4930224,476.4930224,881.0431023,-457.7350494,0
95,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,17615.9412,-12130.02783,-12130.02783,8380.683309,-0.435823882,0.906471837,3930.815634,-2397.455189,-2397.455189,1565.704761,-436.3353189,0
96,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,2567.624654,-2093.209122,-2093.209122,1718.728219,-0.363362482,1.175593703,284.2810565,-230.4182424,-230.4182424,243.4314424,-432.0073545,0
97,1,150,1,1,0,0,0.5,1,2,0,0,0,0,1789.10414,166.533376,166.533376,15.50125827,-1.554385731,0.395876695,238.0447811,1.67444883,1.67444883,3.56024497,-560.2210632,0
98,2,150,1,1,0,0,0.5,1,2,0,0,0,0,346.8548821,-405.7012323,-405.7012323,474.5312764,1.081799526,-0.372485187,26.91942208,-39.4759225,-39.4759225,80.07689867,-591.4982935,0
99,3,150,1,1,0,0,0.5,1,2,0,0,0,0,2360.997603,1049.310878,1049.310878,546.5944823,-1.786486029,0.43373246,440.8534581,234.3752643,234.3752643,151.0049554,-545.0316015,0
100,4,150,1,1,0,0,0.5,1,2,0,0,0,0,15490.2075,-8673.695504,-8673.695504,4856.842148,-0.037357532,0.280344366,2991.683191,-1992.953668,-1992.953668,1374.348994,-543.0781685,0
101,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,33.72227267,90.36247222,90.36247222,495.525324,1.025346804,1.961155326,54.31840823,140.4259832,140.4259832,723.7305435,-259.1374875,0
102,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,12.3205631,-0.062505782,-0.062505782,51.49065038,1.07847585,1.820888508,26.68979268,24.11189689,24.11189689,54.55991887,-310.3828311,0
103,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,47.7663656,-10.78160622,-10.78160622,22.05528603,0.961245695,1.913090115,73.2072663,-35.61479516,-35.61479516,36.39261345,-292.3521722,0
104,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,346.9945569,105.7770095,105.7770095,68.07299393,0.879667113,1.845729545,560.1707719,260.5097502,260.5097502,160.4709397,-288.3392104,0
105,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,1.183402494,-0.010573662,-0.010573662,0.563010666,0.69198104,1.940353437,0.766450215,-0.101220467,-0.101220467,0.549148177,-292.8637783,0
106,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,0.954271047,0.013713337,0.013713337,0.556513728,0.842251629,1.959077147,0.82941523,0.327313268,0.327313268,0.418518659,-286.5780492,0
107,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,1.050308777,0.007954603,0.007954603,0.536884931,0.736104794,1.52148129,0.712390909,-0.326157621,-0.326157621,0.348549617,-304.4976128,0
108,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,0.915197845,-0.089746789,-0.089746789,0.5625898,0.884082242,1.540055516,0.49480325,0.061814949,0.061814949,0.558147953,-290.045342,0
109,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,1.213584394,-0.019015938,-0.019015938,0.578972215,1.026601878,0.236424775,0.361640952,-0.040486847,-0.040486847,0.124938126,-360.8906355,0
110,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.306328359,-0.014821229,-0.014821229,0.419633212,1.224768669,0.54036507,0.125078896,0.028482609,0.028482609,0.006485979,-374.5456437,0
111,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.055677937,0.031583015,0.031583015,0.448267162,-1.029319405,-0.323645827,0.33119143,0.027036917,0.027036917,0.196108047,-327.0346459,0
112,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.935276268,0.021796185,0.021796185,0.484814678,0.287663279,0.676742234,0.124815314,0.067355083,0.067355083,0.066280543,-354.6129943,0
113,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,9680.620156,6548.370624,6548.370624,7176.411971,-0.20790801,-0.307856176,904.2093854,6.057900749,6.057900749,1395.506058,-555.6834664,0
114,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,378.9718232,-92.95952963,-92.95952963,22.80241872,-1.039213908,-0.770187407,89.71558284,-71.64516195,-71.64516195,87.62277764,-469.5821878,0
115,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,54.92786505,230.4362805,230.4362805,1044.742911,0.639640589,0.428751141,95.21840963,-177.2568344,-177.2568344,592.3327925,-470.0444832,0
116,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,65.21984977,-5.586454856,-5.586454856,38.67134628,0.696040425,1.016705643,26.02007205,-19.24218169,-19.24218169,24.28414756,-490.3290033,0
117,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,117.7742374,15.52240194,15.52240194,2.045821757,0.911387453,1.927433001,163.748355,-49.551713,-49.551713,36.79229726,-252.938497,0
118,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,7.321794561,-5.016166433,-5.016166433,24.92644378,1.129260152,1.697820359,17.76834452,-19.45902087,-19.45902087,47.0321497,-243.5230357,0
119,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,134.0290852,24.76181032,24.76181032,4.574733136,0.982771001,1.909587908,243.0268806,-125.179534,-125.179534,96.01120625,-259.7482724,0
120,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,26.61537204,28.36689939,28.36689939,35.09876066,0.992270307,1.983807225,28.70584084,31.14972585,31.14972585,65.05740653,-205.5075622,0
121,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.306094875,0.575163954,0.575163954,0.493221381,1.059667053,1.982542917,0.997488306,0.022591112,0.022591112,0.535997596,-225.2264046,0
