,X,tree.size,tree.number,sig2.1,sig2.2,sig2.3,sig2.4,theta.1,theta.2,alpha.1,alpha.2,alpha.3,alpha.4,est.sig2.1,est.sig2.2,est.sig2.3,est.sig2.4,est.theta.1,est.theta.2,est.alpha.1,est.alpha.2,est.alpha.3,est.alpha.4,log.likelihood,convergence
2066,2,150,1,1,0,0,0.5,1,2,0,0,0,0,456.7967853,-284.9403066,-284.9403066,177.7398208,-0.464165272,-0.730650732,47.89363369,-53.22412442,-53.22412442,105.6637957,-538.912716,0
2067,3,150,1,1,0,0,0.5,1,2,0,0,0,0,1143.986227,44.69588671,44.69588671,1.746287578,1.720703245,0.424047186,134.0108225,-18.93328476,-18.93328476,11.16633399,-575.0422583,0
2068,4,150,1,1,0,0,0.5,1,2,0,0,0,0,524.1925389,-573.8084078,-573.8084078,628.120527,-0.642997982,1.080416481,41.59430957,-53.62303071,-53.62303071,127.9865821,-568.0897947,0
2069,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,1.106333758,0.179380352,0.179380352,0.539163976,0.982889193,1.878863172,1.355155011,0.138407282,0.138407282,0.660872489,-238.1560168,0
2070,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,2.221913465,0.207374641,0.207374641,0.536953381,0.970364989,1.966164621,2.412512745,1.040853039,1.040853039,0.894621829,-268.3616884,0
2071,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,0.970151536,0.192685397,0.192685397,0.636497889,0.811687757,1.689045501,1.198941594,-0.340047824,-0.340047824,0.749375999,-245.181235,0
2072,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,0.847828063,0.041505877,0.041505877,0.614490103,1.024021646,1.83281156,1.753136766,0.57595145,0.57595145,0.868416501,-211.8808367,0
2073,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,1.450666185,-0.035954661,-0.035954661,0.472396179,0.945653855,1.625466618,1.043065616,-0.039227925,-0.039227925,0.307660511,-291.3496591,0
2074,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1.032570175,-0.115775923,-0.115775923,0.460047416,1.270473417,1.512157205,0.831396299,0.15849566,0.15849566,0.366691883,-269.9480863,0
2075,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,0.94763946,0.110319172,0.110319172,0.650627341,0.419275379,1.148118214,0.854498483,-0.383701736,-0.383701736,0.516656349,-282.6038221,0
2076,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.14808838,0.031613577,0.031613577,0.502000557,0.921686152,1.89243377,0.902440282,0.327099828,0.327099828,0.364733969,-286.0746699,0
2077,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,1.093663697,0.08016521,0.08016521,0.477532002,0.275372285,0.173429154,0.046489767,0.044429666,0.044429666,0.097610481,-356.3872679,0
2078,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.23695232,0.180966346,0.180966346,0.632857817,0.23805052,1.407635259,0.326823757,0.136127065,0.136127065,0.270992691,-347.0660519,0
2079,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.204361421,-0.085601839,-0.085601839,0.514534069,0.175927005,0.202469625,0.271550456,-0.065622616,-0.065622616,0.172720945,-343.6715512,0
2080,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.247457037,0.058448441,0.058448441,0.566596948,1.136367543,0.706512215,0.220682656,0.021048406,0.021048406,0.097068846,-364.5679194,0
2081,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,1918.099876,1098.576647,1098.576647,629.2012326,-0.131675509,0.563883182,251.5304843,132.4312526,132.4312526,74.61999719,-425.3149337,0
2082,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,972.5070391,327.1703212,327.1703212,124.3777622,-0.408541404,-0.398718235,133.2925529,45.23434101,45.23434101,19.85904763,-553.8371859,0
2083,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,242.9276899,-106.8941838,-106.8941838,47.0360816,-0.191312939,0.547624067,76.08995953,-87.01231911,-87.01231911,118.1497648,-480.4730613,0
2084,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,31.82830577,41.07513323,41.07513323,104.0885744,-0.778403542,0.03725427,11.95541425,-9.993389034,-9.993389034,41.94505624,-468.5713847,0
2085,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,1.172063634,0.636598673,0.636598673,0.651533871,0.999312399,1.834100474,1.728063089,-0.015645181,-0.015645181,1.033778978,-170.9664709,0
2086,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,1.361988858,0.820155748,0.820155748,0.774019606,1.176069505,1.854664908,1.711936949,0.954487755,0.954487755,1.362654641,-177.242922,0
2087,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,0.734099703,0.432385709,0.432385709,0.498692305,0.844460511,1.745107156,1.117306897,-0.590502482,-0.590502482,0.771565571,-169.543008,0
2088,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,0.814051396,0.326444587,0.326444587,0.381581045,1.02396772,2.012730942,0.98230243,0.038199904,0.038199904,0.53007984,-188.0175627,0
2089,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.561286239,0.774616248,0.774616248,0.593889309,0.967412171,1.664511212,1.042285475,0.257233299,0.257233299,0.346001356,-237.649659,0
2090,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1.309188772,0.561119353,0.561119353,0.453956843,1.222935126,1.611444649,0.988218172,0.20675071,0.20675071,0.281539789,-232.1722172,0
2091,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,1.024160766,0.513182118,0.513182118,0.522718137,0.567762797,1.175260303,0.85732442,-0.247843745,-0.247843745,0.404328874,-230.9259616,0
2092,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.195443707,0.428196789,0.428196789,0.420544533,1.131790734,1.792739528,1.029799969,-0.038749017,-0.038749017,0.367359548,-232.8380871,0
2093,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,0.762836396,0.374922205,0.374922205,0.469522379,0.028215546,0.206737561,0.080938393,-0.08431959,-0.08431959,0.087842055,-289.6521621,0
2094,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.098801681,0.454320893,0.454320893,0.459541237,1.44246721,1.26017473,0.303849929,-0.042365285,-0.042365285,0.181602624,-286.5748804,0
2095,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.278025696,0.569304611,0.569304611,0.5511239,0.563836566,0.770233794,0.38829269,-0.05048904,-0.05048904,0.162340829,-300.3785377,0
2096,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.575494724,0.848060841,0.848060841,0.69267813,0.761355058,1.059915921,0.201242477,0.076674164,0.076674164,0.102147055,-318.2156022,0
2097,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,207.4168372,-366.5540682,-366.5540682,647.7867857,-0.316351624,0.097904597,51.33260018,71.96025641,71.96025641,193.1289187,-560.7456853,0
2098,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,3.13948741,33.01101578,33.01101578,347.1043306,0.222480979,0.170516313,40.72924754,98.60339528,98.60339528,274.6395813,-433.7464026,0
2099,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,17840.72425,-7975.977838,-7975.977838,7801.539771,0.790389055,-0.634235717,1730.508721,569.5594013,569.5594013,2082.993948,-557.5674515,0
2100,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,18867.33652,-8931.729527,-8931.729527,7098.391895,0.175983145,-0.554211388,1676.663141,429.6356016,429.6356016,1911.896944,-539.110609,0
2101,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,0.670005739,-0.261744665,-0.261744665,0.340339499,0.949707854,2.081871979,1.06837425,0.087597231,0.087597231,0.51260435,-167.4933385,0
2102,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,1.010994448,-0.520948705,-0.520948705,0.470742197,1.190111021,1.727964382,1.282409641,0.31717451,0.31717451,0.62929267,-177.5592025,0
2103,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1.105991677,-0.518231708,-0.518231708,0.499301244,0.839891814,1.74745243,1.6903306,-0.38227419,-0.38227419,0.679938597,-177.3071893,0
2104,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,1.252267779,-0.740930116,-0.740930116,0.647856773,0.98495189,1.881371479,1.911861652,0.113957938,0.113957938,0.584655475,-181.6697296,0
2105,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,0.921276424,-0.515234122,-0.515234122,0.569274206,1.004250931,1.288489907,0.557562766,0.010442238,0.010442238,0.3390885,-244.7867207,0
2106,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1.286287703,-0.588672517,-0.588672517,0.471566985,0.882603284,1.997551797,0.728323653,0.285247193,0.285247193,0.371765443,-240.685301,0
2107,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,1.007549925,-0.555795467,-0.555795467,0.552703817,0.606920449,1.128039851,0.769940729,-0.396510166,-0.396510166,0.445170042,-226.0500853,0
2108,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.435223439,-0.747796263,-0.747796263,0.615473304,0.955678063,1.516109301,0.789900078,-0.010555709,-0.010555709,0.285833771,-254.4600571,0
2109,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,0.955836558,-0.482556464,-0.482556464,0.412794484,-0.593014953,1.610080653,0.069015869,-0.01588454,-0.01588454,0.003655952,-275.7536655,52
2110,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.058239929,-0.494345952,-0.494345952,0.476862847,1.16248534,0.838800496,0.217278552,0.09313967,0.09313967,0.16223467,-285.2550466,0
2111,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.053670265,-0.553635018,-0.553635018,0.492815322,0.555509196,0.523604596,0.210941863,-0.084506402,-0.084506402,0.033854503,-281.7198632,0
2112,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.191306795,-0.595777443,-0.595777443,0.517897838,0.811979981,0.712426244,0.238432794,0.051685346,0.051685346,0.011203891,-297.9136154,0
2113,1,150,1,1,0,0,0.5,1,2,0,0,0,0,14.65256905,0.664366018,0.664366018,5.391638293,-0.254596514,1.404633361,1.822846359,0.328647785,0.328647785,2.102031562,-524.6218821,0
2114,2,150,1,1,0,0,0.5,1,2,0,0,0,0,11.39783132,4.087805325,4.087805325,6.036901345,-0.934361361,0.602804599,2.330699507,0.646835987,0.646835987,1.985848963,-485.0823338,0
2115,3,150,1,1,0,0,0.5,1,2,0,0,0,0,11.64336018,1.050800626,1.050800626,4.309787061,0.549213119,0.255788406,2.225940444,0.361735832,0.361735832,1.351717995,-503.9771947,0
2116,4,150,1,1,0,0,0.5,1,2,0,0,0,0,8.588395727,1.580877651,1.580877651,4.414047683,0.813133402,0.958105584,1.948239459,0.017217759,0.017217759,1.058121067,-499.4575748,0
2117,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,19.41214405,16.04214925,16.04214925,65.60874253,0.938077846,1.986521773,25.76519052,33.28791091,33.28791091,141.6274204,-251.5816087,0
2118,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,102.5229533,-55.39037377,-55.39037377,39.05876458,1.058600173,1.866745575,100.7396255,-30.28974564,-30.28974564,27.15930119,-289.5377777,0
2119,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,0.364571575,10.06650405,10.06650405,570.7358477,0.771832541,1.605959514,48.93175291,-103.7098915,-103.7098915,528.3192435,-305.1347245,0
2120,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,4.766225087,-2.083812139,-2.083812139,19.14682021,1.014005739,1.817786894,6.980477084,-0.050602579,-0.050602579,22.09083991,-274.5189983,0
2121,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,1.195154762,-0.051768456,-0.051768456,0.44196499,0.850315914,1.471783492,1.127860239,0.019561232,0.019561232,0.507936912,-248.4249853,0
2122,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,0.811333674,-0.07839097,-0.07839097,0.664976302,1.294982448,1.426304276,0.744988587,0.24271577,0.24271577,0.464105081,-275.7125745,0
2123,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,1.376647796,-0.010617856,-0.010617856,0.651498006,0.33254531,0.905894068,1.064687536,-0.261264961,-0.261264961,0.503269258,-294.6554046,0
2124,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,0.720148808,-0.022888772,-0.022888772,0.519647177,0.723262417,1.77027557,0.477892388,0.088504086,0.088504086,0.255624669,-280.5008892,0
2125,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,0.970705267,0.107019773,0.107019773,0.458190528,0.335603922,1.911704256,0.223965819,0.059368889,0.059368889,0.070092821,-326.5203612,0
2126,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,1.092065979,0.005048861,0.005048861,0.421821732,0.559485695,0.415342695,0.13952283,0.017538839,0.017538839,0.114085456,-334.2010029,0
2127,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.232799537,0.178064762,0.178064762,0.584466665,-0.620668626,0.400950117,0.258812618,0.090179298,0.090179298,0.20101821,-347.4977297,0
2128,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.007756786,0.064062181,0.064062181,0.59035061,0.767634205,0.634679005,0.175987824,0.117293657,0.117293657,0.16577287,-345.9564337,0
2129,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,9.445022824,3.620088832,3.620088832,8.508266844,-1.306958341,-1.115156555,2.223020101,-0.677025789,-0.677025789,2.450117506,-493.4034712,0
2130,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,14.61272193,6.243807499,6.243807499,3.591657344,0.700399101,0.16740728,1.916587283,0.445562327,0.445562327,0.832220393,-445.8503852,0
2131,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,3.697293333,2.894931769,2.894931769,4.567075801,0.327890751,0.380475804,0.996094686,-0.158295688,-0.158295688,1.144707383,-427.7621937,0
2132,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,4.921767766,4.907376068,4.907376068,10.28240979,-0.30938859,-0.451448417,1.326451894,-0.186875115,-0.186875115,2.045856038,-465.593514,0
2133,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,65.16941275,-14.7899669,-14.7899669,7.305699622,0.907762098,1.794479154,163.1305359,-108.8876976,-108.8876976,89.74137614,-212.8762843,0
2134,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,392.6841182,245.4510494,245.4510494,156.4276718,1.138383842,1.873674008,564.1201675,357.1492664,357.1492664,233.9532225,-218.9664687,0
2135,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,106.5553656,70.93835653,70.93835653,65.14806184,0.659500105,1.533327385,118.4111127,-26.04353733,-26.04353733,65.6072989,-245.6743983,0
2136,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,49.43574904,102.1036544,102.1036544,210.8829534,1.123322173,1.844431398,38.6890295,75.8151316,75.8151316,401.1741527,-234.9639846,0
2137,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,1.877742419,0.941871641,0.941871641,0.801874715,0.887629476,1.694838069,1.323152547,0.181855358,0.181855358,0.624450551,-247.2449888,0
2138,26,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1.242123538,0.562754689,0.562754689,0.514646886,1.1595668,1.764274092,0.864569863,0.263899802,0.263899802,0.391413664,-236.8099982,0
2139,27,150,3,1,0.5,0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,1.011841892,0.498406459,0.498406459,0.462696835,0.592932365,1.27466559,0.62611264,-0.21485338,-0.21485338,0.251765815,-236.1359411,0
2140,28,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.334895847,0.561465689,0.561465689,0.483536345,1.062919122,1.873290143,0.995683804,0.168916667,0.168916667,0.434030881,-227.2762173,0
2141,29,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0,0,0.069314718,1.329556062,0.643386138,0.643386138,0.565022872,-0.032137678,0.275678278,0.41433146,-0.017164546,-0.017164546,0.121853804,-289.4182836,0
2142,30,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,0.820055288,0.37147708,0.37147708,0.387743253,0.470435465,0.581173955,0.005312078,0.012448269,0.012448269,0.029171144,-282.9597916,0
2143,31,150,4,1,0.5,0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.07621413,0.569741624,0.569741624,0.5663808,-0.346842922,0.027820956,0.08918803,-0.033738798,-0.033738798,0.147756231,-299.6776428,0
2144,32,150,4,1,0.5,0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,0.955780911,0.412403618,0.412403618,0.451262812,0.087980938,0.002113852,0.1430111,-0.055395988,-0.055395988,0.116668309,-291.3055689,0
2145,33,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,5.662447798,-4.108948478,-4.108948478,4.375634708,-0.796241677,-0.212363123,1.060863716,-0.086601739,-0.086601739,1.409083432,-408.1257479,0
2146,34,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,10.86927561,-7.242009833,-7.242009833,6.018792429,-1.10979783,-0.498639686,2.109063714,-0.853746469,-0.853746469,1.762004608,-400.591949,0
2147,35,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,11.11096672,-6.467586286,-6.467586286,9.016381819,-0.933146358,0.299749401,1.898218688,-0.099693594,-0.099693594,2.403939929,-489.9863498,0
2148,36,150,1,1,-0.5,-0.5,0.5,1,2,0,0,0,0,11.21356834,-5.724838047,-5.724838047,5.356208846,0.069885311,-0.736848959,2.654593684,-0.680195879,-0.680195879,2.655768966,-409.1507917,0
2149,37,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0,0,0.693147181,60.23685408,-102.5973586,-102.5973586,174.7471402,0.987361812,1.777112124,45.49365759,-58.38734272,-58.38734272,223.0463723,-221.5953941,0
2150,38,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,103.7768276,-51.65560543,-51.65560543,25.7119208,1.143148085,1.752458864,126.8285084,36.55996199,36.55996199,43.50251329,-253.09643,0
2151,39,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,1058.829579,-623.506041,-623.506041,367.160987,0.72754395,1.668398485,1228.948567,-617.8335931,-617.8335931,325.3134799,-254.7083655,0
2152,40,150,2,1,-0.5,-0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,4.357939424,-7.443958501,-7.443958501,26.61124805,1.07830228,1.650515029,8.088648193,1.87681797,1.87681797,21.96476898,-260.8362804,0
2153,41,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0,0,0.34657359,0.857492889,-0.546887596,-0.546887596,0.59275642,0.821188026,1.563264269,0.438888861,-0.062579278,-0.062579278,0.353032063,-232.0153735,0
2154,42,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,1.263070383,-0.646260927,-0.646260927,0.52438777,1.370119835,1.183154184,0.896719397,0.242518254,0.242518254,0.383959457,-222.2976454,0
2155,43,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,0.931043655,-0.486540737,-0.486540737,0.513937724,0.546379018,1.010375668,0.823374535,-0.264270027,-0.264270027,0.317373995,-223.7747882,0
2156,44,150,3,1,-0.5,-0.5,0.5,1,2,0.693147181,0.259930193,0,0.34657359,1.113318341,-0.485374917,-0.485374917,0.436565171,0.951617833,1.737195497,0.805111941,0.249383087,0.249383087,0.101247148,-252.1206959,0
2157,45,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0,0,0.069314718,0.871283296,-0.459617506,-0.459617506,0.446319806,0.098285816,0.153760956,0.126507891,-0.024898892,-0.024898892,0.070536179,-267.65872,0
2158,46,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,0.895354561,-0.411068729,-0.411068729,0.460390943,0.978007837,-0.015560133,0.165916391,0.169140316,0.169140316,0.172426929,-280.4203694,0
2159,47,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,1.091990431,-0.576896257,-0.576896257,0.489798045,0.013413784,0.208653432,0.206739401,-0.088663443,-0.088663443,0.100628048,-268.217367,0
2160,48,150,4,1,-0.5,-0.5,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1.020884166,-0.441288083,-0.441288083,0.448184511,0.41996988,0.330903666,0.218680897,0.147691574,0.147691574,0.099747172,-288.247285,0
2161,1,150,1,1,0,0,0.5,1,2,0,0,0,0,38.75522002,-5.721518515,-5.721518515,18.4111214,0.334921536,-0.863867619,7.318029875,-1.364835789,-1.364835789,5.794248107,-520.7369476,0
2162,2,150,1,1,0,0,0.5,1,2,0,0,0,0,28.29595718,-1.57399191,-1.57399191,36.62949294,-1.933451983,1.38649888,7.447097775,0.584783219,0.584783219,6.749217718,-537.6590792,0
2163,3,150,1,1,0,0,0.5,1,2,0,0,0,0,45.03949369,-44.64359528,-44.64359528,64.71679259,1.322431675,-0.118780647,10.12619545,-12.8327463,-12.8327463,33.43205173,-458.1759674,0
2164,4,150,1,1,0,0,0.5,1,2,0,0,0,0,43.99819826,27.58372894,27.58372894,33.92737281,0.134508443,-0.852626276,11.42313654,8.865418436,8.865418436,13.49159765,-482.7461842,0
2165,5,150,2,1,0,0,0.5,1,2,1.386294361,0,0,0.693147181,43.85573194,5.82875778,5.82875778,5.454373042,0.940957323,1.787395362,53.71647564,3.662620887,3.662620887,6.591392535,-278.472165,0
2166,6,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,527.2723416,-334.3874675,-334.3874675,212.0630496,1.120528936,1.801148729,538.655221,-224.8297017,-224.8297017,129.2958085,-268.972227,0
2167,7,150,2,1,0,0,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,6.218572838,-38.03232737,-38.03232737,232.6029713,0.88084212,1.746556367,116.3555874,-137.5785653,-137.5785653,235.4819822,-288.5163698,0
2168,8,150,2,1,0,0,0.5,1,2,1.386294361,0.519860385,0,0.693147181,360.9611972,121.9078124,121.9078124,49.86915935,0.971031715,2.204814646,514.5968964,233.4914344,233.4914344,123.2602285,-270.0689119,0
2169,9,150,3,1,0,0,0.5,1,2,0.693147181,0,0,0.34657359,372.3602325,533.6969869,533.6969869,764.9379763,1.34108154,1.41474249,290.5118877,339.6461473,339.6461473,411.3666469,-376.6094107,0
2170,10,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0.259930193,0.34657359,34.61015076,238.7552344,238.7552344,1647.034529,1.580195693,1.011399061,180.8349965,473.0905237,473.0905237,1486.892384,-356.2013594,0
2171,11,150,3,1,0,0,0.5,1,2,0.693147181,-0.259930193,-0.259930193,0.34657359,45.16143288,-13.47775713,-13.47775713,32.60552977,0.843951413,1.661840351,37.8443515,-18.70955663,-18.70955663,30.9216181,-352.7251356,0
2172,12,150,3,1,0,0,0.5,1,2,0.693147181,0.259930193,0,0.34657359,16.48116659,-22.08410169,-22.08410169,79.93341184,0.948387109,1.515740162,13.95403806,-16.55306367,-16.55306367,57.23317721,-350.8995646,0
2173,13,150,4,1,0,0,0.5,1,2,0.138629436,0,0,0.069314718,4531.649101,1626.817481,1626.817481,1549.819625,0.880427634,0.533139574,1713.483595,665.909704,665.909704,544.8742373,-485.864428,0
2174,14,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0.051986039,0.069314718,455.770522,129.7414688,129.7414688,70.28255215,1.574588742,0.805908517,129.2935499,61.17971482,61.17971482,54.58569638,-457.2293897,0
2175,15,150,4,1,0,0,0.5,1,2,0.138629436,-0.051986039,-0.051986039,0.069314718,74.13717219,13.02255499,13.02255499,59.30970754,-0.471982889,-0.293202275,14.22721282,-0.112129703,-0.112129703,22.83856517,-509.7661371,0
2176,16,150,4,1,0,0,0.5,1,2,0.138629436,0.051986039,0,0.069314718,1371.097546,-608.0843291,-608.0843291,269.6865468,1.032277109,0.000884995,285.3458622,-205.3247713,-205.3247713,197.2142534,-484.159555,0
2177,17,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,96.37260595,81.41585246,81.41585246,78.06933503,1.467735608,0.238687532,12.75087252,6.910171987,6.910171987,16.51737215,-457.3601876,0
2178,18,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,51.18811155,22.11070797,22.11070797,21.3853574,-0.10070337,-0.323401096,10.57261875,-2.171940824,-2.171940824,11.48483399,-438.0572946,0
2179,19,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,22.77211277,12.28952813,12.28952813,25.70445741,-1.738224479,-1.102105001,6.598854513,-5.017463047,-5.017463047,15.85807515,-443.0251933,0
2180,20,150,1,1,0.5,0.5,0.5,1,2,0,0,0,0,99.53887115,7.938440422,7.938440422,14.98216693,0.811773782,0.749788348,22.0577118,-6.528806091,-6.528806091,15.71004607,-444.3188975,0
2181,21,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0,0,0.693147181,280.7626714,-279.0398198,-279.0398198,299.8023408,0.972315574,2.035356978,1252.618087,-1071.288084,-1071.288084,946.4760255,-208.2894448,0
2182,22,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0.519860385,0.693147181,18.87378821,5.629191064,5.629191064,49.85991635,1.231710069,1.767869647,36.19193401,-26.09118935,-26.09118935,129.8082791,-213.8915262,0
2183,23,150,2,1,0.5,0.5,0.5,1,2,1.386294361,-0.519860385,-0.519860385,0.693147181,119.4991695,93.44264806,93.44264806,73.06769168,0.899646258,1.678463793,95.23642084,31.9673105,31.9673105,34.7536691,-253.6053433,0
2184,24,150,2,1,0.5,0.5,0.5,1,2,1.386294361,0.519860385,0,0.693147181,8.270105321,-60.89798202,-60.89798202,451.440116,0.983275489,2.010932143,270.2543142,-509.1447643,-509.1447643,1225.020975,-189.8946521,0
2185,25,150,3,1,0.5,0.5,0.5,1,2,0.693147181,0,0,0.34657359,497.7128742,388.4663175,388.4663175,303.1990686,0.765732094,1.416905308,177.0489662,147.4288455,147.4288455,131.8607125,-294.5749844,0
