"","X","tree.size","tree.number","sig2.1","sig2.2","sig2.3","sig2.4","root.1","root.2","r.term.1","r.term.2","r.term.3","r.term.4","est.sig2.1","est.sig2.2","est.sig2.3","est.sig2.4","est.root.1","est.root.2","est.r.term.1","est.r.term.2","est.r.term.3","est.r.term.4","log.likelihood","convergence"
"192",12,50,3,0.01,0,0,0.005,0,0,0.0921034037197618,0,0,0.0921034037197618,0.500733037641394,-0.00324233378562637,0.097341427165357,0.999629804480051,0.998667592094472,0.503309233504657,-0.0919104354527686,-0.0526703090117093,-0.0533551071945825,-0.0942084493525045,-17638399.3818311,1
"193",13,50,1,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.499483533295743,-0.00292812725419532,0.0994793286653158,0.99891004661711,0.996734475504517,0.501168145163879,-0.0915024771173319,-0.0523822583300528,-0.053134556976579,-0.0944287159727034,-615481.0272974,1
"194",14,50,2,0.01,0.005,0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.49727347041302,-0.00785428391125516,0.0996405253110925,0.988730734507518,1.00030024759737,0.496792044946962,-0.078786300774818,-0.0600070757330826,-0.0354741290365472,-0.0954767384202397,-2054597.50448832,1
"195",15,50,3,0.01,0.005,0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.499572654303587,-0.00194099954068013,0.0992303461765857,0.998424599603,0.997562918373701,0.50085763856686,-0.0914532478955016,-0.052106684393547,-0.0540374833976198,-0.0952030437533307,-2673345.10080485,1
"196",16,50,1,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.501485392976919,-0.00342710502463611,0.0972281365606119,0.999236658911409,0.998256423674489,0.503204539872277,-0.0918295270291993,-0.052814559139616,-0.0531850927446733,-0.0940682058944697,-2483149.96205442,1
"197",17,50,2,0.01,-0.005,-0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.499968226726943,-0.000608351819634897,0.0992075823898283,0.999054631118657,0.998717708311312,0.501825189336674,-0.0960072162895486,-0.0518723417619922,-0.0532745441719458,-0.0976814818284178,-17287131.514043,1
"198",18,50,3,0.01,-0.005,-0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.500461325719071,0.000683017135366675,0.0979652946275948,0.99942473039123,0.999434058035913,0.50083386643159,-0.0937881627472428,-0.0530206219493237,-0.0531040480850515,-0.095737333478409,-218549766.505455,1
"199",19,100,1,0.01,0,0,0.005,0,0,0.0230258509299405,0,0,0.0230258509299405,0.535153139607071,0.0212483093974795,0.0965937899847211,1.02953169099305,0.945762740290855,0.476042667533824,0.00378980866894691,-0.0356956634941981,-0.0657579559725678,-0.197227953284814,-2144433.01966607,1
"200",20,100,2,0.01,0,0,0.005,0,0,0.0391202300542815,0,0,0.0391202300542815,0.548572751743364,-0.0313395062983406,0.126181778672948,1.06601329908702,0.790447085413814,0.451377917250809,0.0323889702219444,-0.0298553907358291,-0.0141214873001771,-0.130811081623769,-10871935.6625055,1
"201",21,100,3,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.525878887534831,0.00835684130567439,0.0612803255370045,1.02012925180463,0.960394555971441,0.449056670476427,0.00829668087197375,-0.0369778358056826,-0.0292075881064195,-0.165452954846804,-70930657.6941332,1
"202",22,100,1,0.01,0.005,0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.578099744859311,-0.02432176109034,0.148409356617493,1.09849927991416,0.768979902671848,0.431304184407255,-0.123410185094701,-0.0447918043253614,-0.0179553199792552,0.00935177294713465,-1730377.43648562,1
"203",23,100,2,0.01,0.005,0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.560790975724393,-0.001236782127061,0.128680556213282,1.04568725516492,0.835302595338822,0.460956736339021,0.0332570460818961,-0.0380954071230886,-0.0058249549909697,-0.127750347782896,-10122447.1352035,10
"204",24,100,3,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.557891750790848,-0.0155908556772755,0.0668746120532491,1.03147608377763,1.01449438239999,0.549356292435181,-0.0726224227340081,-0.216614395081918,0.00611807425582371,-0.0639253401775773,-39972907.5868572,1
"205",25,100,1,0.01,-0.005,-0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.542428229128037,0.0269009254805434,0.0869458118895883,1.01676711263636,0.918206081941787,0.485720665629445,-0.128304989435167,-0.0453700544352299,-0.0399729789946935,-0.0592952976432687,-2408448.62468417,1
"206",26,100,2,0.01,-0.005,-0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.517866015339525,0.0156820347897,0.0178981159397094,1.01796870150193,0.990840458749398,0.455813468470976,-0.0813268099751633,-0.033452739297258,-0.0326522889428029,-0.0832623203377502,-11384114.4500628,1
"207",27,100,3,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.531061090427984,0.00615246105170687,0.0723117774407985,1.02235722432097,0.988055667913066,0.438250782088529,-0.0303235424181346,-0.0484017656227942,-0.0365645654444878,-0.138858657588758,-49188110.3788362,10
"208",28,150,1,0.01,0,0,0.005,0,0,0.015350567286627,0,0,0.015350567286627,0.548240155837586,0.0196177183466229,0.0737114473768365,1.02012024004655,0.965747407973262,0.478884901491054,-0.0368412934458725,-0.0398385003896715,-0.0545724476672787,-0.179493285132656,-1559066.2210951,1
"209",29,150,2,0.01,0,0,0.005,0,0,0.026080153369521,0,0,0.026080153369521,0.546251945983557,0.00110027390141474,0.0693563128688639,1.04220329068326,0.889207378869145,0.468874568714249,-0.0102418185371188,-0.039741162779137,-0.0283894328208934,-0.121360305148459,-24523373.9797135,1
"210",30,150,3,0.01,0,0,0.005,0,0,0.0307011345732539,0,0,0.0307011345732539,0.552184351923129,0.0169738294407727,0.0668801612932758,1.03804333372932,0.845162164522294,0.45594561155079,-0.00187715780051346,-0.039526824836027,-0.0154173020383584,-0.118365275337389,-42771180.6588456,1
"211",31,150,1,0.01,0.005,0.005,0.005,0,0,0.015350567286627,0.015350567286627,0.015350567286627,0.015350567286627,0.545474872104099,-0.0255843152217727,0.0677557841571445,1.02892334886535,0.85611537248952,0.481796005179464,-0.0123947256077714,-0.113361072381713,0.0286508817431991,-0.0604445061223807,-866750.528670159,1
"212",32,150,2,0.01,0.005,0.005,0.005,0,0,0.026080153369521,0.026080153369521,0.026080153369521,0.026080153369521,0.622615156183178,-0.0142437297212411,0.045560950761855,0.845111870646935,0.95099057850698,0.507073167726332,-0.0180841546437292,-0.285711960754559,0.0225578875257341,-0.0669760065122161,-6265820.88939701,1
"213",33,150,3,0.01,0.005,0.005,0.005,0,0,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.541279364697993,0.0100574834042773,0.0931393324505601,1.04764286288524,0.844433765709396,0.463780270306593,0.000769746055207002,-0.0297362109638007,-0.0138323335698864,-0.0837602167452595,-24678295.991738,10
"214",34,150,1,0.01,-0.005,-0.005,0.005,0,0,0.015350567286627,0.015350567286627,0.015350567286627,0.015350567286627,0.532048357645361,0.0118607246040853,0.0823781699963976,1.02154863666833,0.963845232509099,0.480497715275319,-0.0307152085727409,-0.0291446858004066,-0.0626136590463537,-0.165629644295492,-2319389.05347259,1
"215",35,150,2,0.01,-0.005,-0.005,0.005,0,0,0.026080153369521,0.026080153369521,0.026080153369521,0.026080153369521,0.48511701449848,-2.25176699791975e-05,0.0591824510588407,1.01342628407391,0.974228637937569,0.494579998705606,-0.0623876316698209,-0.0474982669083405,-0.0402718572244228,-0.0703577894789605,-29815652.5136551,1
"216",36,150,3,0.01,-0.005,-0.005,0.005,0,0,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.524543361059358,0.00940330867065726,0.0629506832719701,1.01933866281598,0.972617152937458,0.487410650051221,-0.0542380336665745,-0.0456000835833131,-0.0490046782233856,-0.127491814524823,-64578502.0856248,1
"217",1,20,1,0.01,0,0,0.005,0,0,0.115129254649702,0,0,0.115129254649702,0.719682945526097,-0.00823373983194735,-0.256153276716507,0.554202951376879,0.79271742369303,0.393198686948213,-0.0100285120373051,-0.366598267375856,0.47423133053926,0.0435655761933678,-61940.6860170815,1
"218",2,20,2,0.01,0,0,0.005,0,0,0.195601150271407,0,0,0.195601150271407,0.126177511153327,0.234154475287786,0.0423822861724524,0.295053474988268,1.64099440387458,-0.230734766411227,0.267161084209166,-0.0462163804785256,0.233536731350197,0.198945699037625,79.0848869037901,1
"219",3,20,3,0.01,0,0,0.005,0,0,0.230258509299405,0,0,0.230258509299405,0.511583593268751,0.122528153495275,0.298662388683263,0.0474940992208721,1.1404096042169,0.00629518758925424,0.294680511676664,0.264348667451549,-0.113827378073776,0.359166629034982,106.901722188433,1
"220",4,20,1,0.01,0.005,0.005,0.005,0,0,0.115129254649702,0.115129254649702,0.115129254649702,0.115129254649702,0.00745671778680929,0.528815497569264,-0.0453084149865719,1.03124896236626,-0.0313507483339351,2.30717680261875,0.269505447423053,-0.542282224001466,-0.094805374215337,-0.0232954890429606,34.4841514253782,1
"221",5,20,2,0.01,0.005,0.005,0.005,0,0,0.195601150271407,0.195601150271407,0.195601150271407,0.195601150271407,0.599588149669916,-0.507997030967469,0.978260269225925,0.181124371751379,0.529093210545487,0.865052532152512,0.167832097294623,-0.058522431487369,-0.344175009403096,0.196559971188053,71.9302700914557,1
"222",6,20,3,0.01,0.005,0.005,0.005,0,0,0.230258509299405,0.230258509299405,0.230258509299405,0.230258509299405,0.363717129341846,0.217567563618223,0.284253812806205,0.767947615400819,0.72450065230563,-0.204669688794499,0.3330005071946,-0.0953493751016698,0.698902428201975,0.233742072348649,-69726.2797177041,1
"223",7,20,1,0.01,-0.005,-0.005,0.005,0,0,0.115129254649702,0.115129254649702,0.115129254649702,0.115129254649702,0.26380866872375,0.0145305494320077,-0.183798647790477,1.0586146512666,0.965279151316044,0.340856590510988,0.0497355888314134,-0.0642170362944367,0.254911504129644,0.0298157585552462,-359559.752596403,1
"224",8,20,2,0.01,-0.005,-0.005,0.005,0,0,0.195601150271407,0.195601150271407,0.195601150271407,0.195601150271407,0.185602533778543,-0.556141455840352,-0.194455417793456,0.931393565463269,0.919453394365586,0.483500056826252,0.193615605964064,-0.00488757245338925,0.373439935708897,0.0958955031938252,-492420.0299006,1
"225",9,20,3,0.01,-0.005,-0.005,0.005,0,0,0.230258509299405,0.230258509299405,0.230258509299405,0.230258509299405,0.829871617927833,0.156203291470131,-0.179773902947208,0.262833451029664,0.806941723801985,0.394828585231275,0.19199846711593,0.0109608694604173,0.155840862956661,0.252215057370958,94.9398756475052,1
"226",10,50,1,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.500013263004384,-2.72748342091222e-06,0.0999879637703286,1.00001478985972,0.999990263266246,0.499993361307406,-0.0999778667200262,-0.0500237880494714,-0.0500143599050055,-0.0999825126861016,-979226.459859428,1
"227",11,50,2,0.01,0,0,0.005,0,0,0.0782404601085629,0,0,0.0782404601085629,0.500613469059907,-0.00275362553589131,0.0985322115910354,0.999911015034492,0.998300667344346,0.499801438390116,-0.0941702847182355,-0.0488864538489143,-0.0529917118664437,-0.0945843879129941,-2585790.63380961,1
"228",12,50,3,0.01,0,0,0.005,0,0,0.0921034037197618,0,0,0.0921034037197618,0.500002642124458,-8.25318432513718e-06,0.099994936999971,0.99999413191495,0.999991238551625,0.500006418025739,-0.0999678892301727,-0.0500060977123092,-0.0500227713620751,-0.0999782224429633,-62299492.2880917,1
"229",13,50,1,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.504683371344861,-0.0047325119737901,0.10003008348934,0.993910120212228,1.00568254916766,0.502254938080697,-0.0908618876541804,-0.0552938273538331,-0.0553700685040493,-0.0988595164128232,-1047054.16257073,1
"230",14,50,2,0.01,0.005,0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.499828363719794,0.00276179341748652,0.0990081056365566,0.996898907193121,0.998422693227395,0.496983052393942,-0.0935183232068404,-0.0485822595874818,-0.0536146814727346,-0.0951418613636426,-1218155.56950106,1
"231",15,50,3,0.01,0.005,0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.500662965252635,-0.00230331321095772,0.0983213353091614,1.00005681311774,0.999566905435823,0.49857062346543,-0.0934630063072833,-0.0493086579142006,-0.0536882390275868,-0.0953950318728172,-5673480.78960024,1
"232",16,50,1,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.49984085477397,0.00312930143545206,0.0985958170441638,0.998712931702954,0.999382569673285,0.499147238111449,-0.0951968999660275,-0.0537190730740525,-0.0525932446409463,-0.0964492817675854,-2644956.60442601,1
"233",17,50,2,0.01,-0.005,-0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.501324068358018,-0.00567502104640112,0.0993434761490467,0.99924468572209,1.00011609077977,0.500951387969815,-0.0972767052690297,-0.047482795825751,-0.0524141972669034,-0.0991101159503666,-2646650.79674967,1
"234",18,50,3,0.01,-0.005,-0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.500153043362319,-0.00104945504645588,0.0989790123726036,0.998747189783266,0.998728702616667,0.501073617239242,-0.0959104630537645,-0.0508456738878669,-0.0529448706587102,-0.0974945495176366,-116953529.213148,1
"235",19,100,1,0.01,0,0,0.005,0,0,0.0230258509299405,0,0,0.0230258509299405,0.572636139700065,0.014777911926072,0.0737036915373308,1.02088043180256,0.916382897609103,0.457980391946797,-0.0128069001849222,-0.0437042435241851,-0.027012972110467,-0.152641995944335,-323390.948230697,1
"236",20,100,2,0.01,0,0,0.005,0,0,0.0391202300542815,0,0,0.0391202300542815,0.541004626369498,-0.0011148758471862,0.0757085178132135,1.02272735462222,0.929458768291576,0.516361870986535,-0.122539434667674,-0.0411047257424546,-0.047610630243148,-0.05144745145439,-6768970.12098882,1
"237",21,100,3,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.593525700364945,0.0156675474073285,0.0669137484847171,1.0269236195018,0.932018271560568,0.484645541313047,-0.00888536469121335,-0.0230063084487902,-0.0487879136319601,-0.225715929103083,-11609912.8414583,1
"238",22,100,1,0.01,0.005,0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.601299431143125,-0.00235469313018814,0.112288867866953,1.03987369188464,0.85222969541692,0.485137056709805,0.0221956726645328,-0.0570741914285351,-0.0110701613407568,-0.174319695645498,-297734.474089812,1
"239",23,100,2,0.01,0.005,0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.60189619337067,0.00891463942887868,0.101319597689802,1.01779522557456,0.921712942754328,0.472093877549336,0.00065083155374187,-0.0669115615509238,-0.0467992863799793,-0.211186822579943,-7347860.67665031,1
"240",24,100,3,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.534139442803177,-0.00278119293485685,0.108167001104204,1.06514979348848,0.846069203512963,0.4464166483767,0.0333966258151045,-0.0389656176469531,0.00384201833027302,-0.127240355400818,-13460915.790408,1
"241",25,100,1,0.01,-0.005,-0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.60090667702997,0.0185850521980155,0.0896710348428811,1.01275213846936,0.917493451389739,0.436111884068744,0.00913651496092558,-0.0510738199715883,-0.0419496449531395,-0.202664957086619,-650167.082865058,1
"242",26,100,2,0.01,-0.005,-0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.531468321852339,-0.00784995530495776,0.0838465789711866,1.02776970682582,0.929941519973974,0.525769162895678,-0.111481551960454,-0.056664930475192,-0.0493652550881806,-0.0584116102979269,-6112729.73764823,1
"243",27,100,3,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.533901734265005,0.00794829916021918,0.081423811897067,1.02637110923976,0.932851617964435,0.484314245225221,-0.0229648271503936,-0.0322404858839976,-0.0572855585629681,-0.151123080945107,-12741189.5540212,1
"244",28,150,1,0.01,0,0,0.005,0,0,0.015350567286627,0,0,0.015350567286627,0.505265021050205,0.0100573397722995,0.071699677261452,1.02640110928877,0.965039635832536,0.479987140530714,-0.11884221461542,-0.0524082634800831,-0.0506291913403364,-0.0409641429657088,-5764629.35048544,1
"245",29,150,2,0.01,0,0,0.005,0,0,0.026080153369521,0,0,0.026080153369521,0.541385850625984,0.00974264756452531,0.0552870907747709,1.03948435622978,0.930081157096571,0.483452820987944,-0.0245662333273294,-0.047587605441571,-0.0337640164801561,-0.15095094689008,-50956319.3191539,1
"246",30,150,3,0.01,0,0,0.005,0,0,0.0307011345732539,0,0,0.0307011345732539,0.516670729508151,0.00393004610847664,0.050641598303716,1.0297913692863,0.963060520158968,0.479324054842138,-0.0349079541007416,-0.0464967485198876,-0.0433425758905164,-0.113589931689475,-98910697.0168361,1
"247",31,150,1,0.01,0.005,0.005,0.005,0,0,0.015350567286627,0.015350567286627,0.015350567286627,0.015350567286627,0.545491190961793,0.000393333006210901,0.0607193423093596,1.04317464403629,0.917159902020357,0.479893565140511,-0.0434611731080517,-0.109046799476539,-0.0043600807066015,-0.0699119828629815,-2906774.07057541,1
"248",32,150,2,0.01,0.005,0.005,0.005,0,0,0.026080153369521,0.026080153369521,0.026080153369521,0.026080153369521,0.553688220787401,0.00771328515788068,0.0706431298429944,1.04507013587225,0.892500031567111,0.480027247654239,-0.0384318000142724,-0.0880077241085037,-0.00249095407638601,-0.064421375218101,-20514756.981202,1
"249",33,150,3,0.01,0.005,0.005,0.005,0,0,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.549709690210972,0.0103402943405376,0.0559705761191913,1.04110006710633,0.942930310194912,0.458475471534099,-0.0530332186097993,-0.105958052775983,0.00552975701569717,-0.0795468580506601,-114489997.351512,1
"250",34,150,1,0.01,-0.005,-0.005,0.005,0,0,0.015350567286627,0.015350567286627,0.015350567286627,0.015350567286627,0.565404545904309,0.00640727712866787,0.0917671105711917,1.04319511647714,0.958296757108384,0.471028134061856,-0.155179787369459,-0.09458080428312,-0.0319299784728941,-0.0520117003215375,-7508553.0493378,1
"251",35,150,2,0.01,-0.005,-0.005,0.005,0,0,0.026080153369521,0.026080153369521,0.026080153369521,0.026080153369521,0.513007473162798,0.0154401506537874,0.00582866243392594,1.00999890272889,0.966017675826381,0.510061564669176,-0.0652472623637974,-0.0341039349788311,-0.0379445469500417,-0.0963604363656091,-96357660.3272763,1
"252",36,150,3,0.01,-0.005,-0.005,0.005,0,0,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.0307011345732539,0.517928046524879,0.0251341352557959,0.0458768988597093,1.02610791167218,0.984100232122244,0.491303971893439,-0.0685441326993822,-0.059523815666702,-0.0530356162279751,-0.103663343342924,-160638191.313373,1
"253",1,20,1,0.01,0,0,0.005,0,0,0.115129254649702,0,0,0.115129254649702,0.220373811250949,-0.0997256813890907,-0.200332485257105,1.13899859900832,0.905368266838405,0.420042944277129,0.0770162731343613,-0.0509617745479672,0.253797266312778,0.0315277202553242,-294600.863572436,1
"254",2,20,2,0.01,0,0,0.005,0,0,0.195601150271407,0,0,0.195601150271407,0.0367864170186873,0.0386634416158469,0.397925443980552,0.548741451377822,0.703353393419932,1.31611384666307,0.257785812416354,0.262541555220351,0.0266807266812649,0.134421522316694,-461718.320408037,1
"255",3,20,3,0.01,0,0,0.005,0,0,0.230258509299405,0,0,0.230258509299405,0.0612778719628408,0.0356070587667487,-0.153469595555703,0.533737437297593,1.1417507498627,0.230271527757757,0.346653520551005,0.485554139486355,0.0186724148432003,0.225485807450664,99.0119543185328,1
"256",4,20,1,0.01,0.005,0.005,0.005,0,0,0.115129254649702,0.115129254649702,0.115129254649702,0.115129254649702,0.477196280687811,0.136242623779501,0.281060483117564,1.07229473712567,0.962261213127591,0.419419308004959,-0.123369053070313,-0.805925758215,0.290569561527349,-0.199115352912955,-444561.326243272,1
"257",5,20,2,0.01,0.005,0.005,0.005,0,0,0.195601150271407,0.195601150271407,0.195601150271407,0.195601150271407,0.0021039197246088,1.58649626085949,-0.0634705465189971,0.44263489970396,0.601454557610254,0.771068710656014,0.438947809510951,-0.213915960308186,-0.326418423914456,0.132497266097203,62.5381029535254,1
"258",6,20,3,0.01,0.005,0.005,0.005,0,0,0.230258509299405,0.230258509299405,0.230258509299405,0.230258509299405,0.0605108234785401,-0.41065750451461,0.150091331290769,0.753737629518851,0.58381026717004,0.379443771048431,0.38435737335542,0.269317334580874,0.389003036368256,0.237659952362892,-615923.184144736,1
"259",7,20,1,0.01,-0.005,-0.005,0.005,0,0,0.115129254649702,0.115129254649702,0.115129254649702,0.115129254649702,0.505337683185432,0.0120993675302665,-0.16612760351662,0.882739490113136,0.830915260979705,0.586192130392626,0.0205729874079893,0.10028728162585,0.0313611935009179,-0.0560773978096701,10.3045532007948,1
"260",8,20,2,0.01,-0.005,-0.005,0.005,0,0,0.195601150271407,0.195601150271407,0.195601150271407,0.195601150271407,0.59137567462952,-0.324896518870411,-0.393752574381464,0.580754578557905,0.715069292689126,0.712815971889905,0.186367551588471,0.266438331551491,0.11720789623334,0.151224883322056,47.2186441514473,1
"261",9,20,3,0.01,-0.005,-0.005,0.005,0,0,0.230258509299405,0.230258509299405,0.230258509299405,0.230258509299405,0.00580422891075104,0.544722524899235,-0.527624044311452,0.865388569167314,1.04372436972488,-0.0667036885647565,0.551702283474076,0.194729386663652,0.00176047745932066,0.257482263313577,120.342377783251,1
"262",10,50,1,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.0490899681279287,0.206555993381168,0.540337778598902,0.972331833216943,0.335539699630264,0.645127515711406,0.0529888677129604,-0.0844321158134824,-0.112287387500873,0.0131272856611025,-8.9017964068277,1
"263",11,50,2,0.01,0,0,0.005,0,0,0.0782404601085629,0,0,0.0782404601085629,0.499245718239473,0.000119157125198986,0.0999148179467859,0.998552533414745,0.999649742924844,0.499069259432087,-0.0933519384458507,-0.0503057657491908,-0.054354004275247,-0.095531691600957,-28876621.4529269,1
"264",12,50,3,0.01,0,0,0.005,0,0,0.0921034037197618,0,0,0.0921034037197618,0.501992466573995,-0.00135884289490761,0.0991564318596526,0.998677402028526,1.00159638773893,0.500760030839741,-0.0959048156115493,-0.0523369820583947,-0.0537521011253988,-0.0983443884586638,-161670348.006188,1
"265",13,50,1,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.4998182842527,-0.000238012109707679,0.0993299764215652,1.00053287467852,0.99808010356514,0.499087114302035,-0.0961146864492687,-0.0502398829986626,-0.0525379996207392,-0.0971158138804147,-957085.248667641,1
"266",14,50,2,0.01,0.005,0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.50070649668128,-0.00262109011493176,0.0977207680539513,1.00157607657134,0.996927791610912,0.504779441745994,-0.0941069235266306,-0.0519916276153872,-0.0511501531929215,-0.0942765555969227,-7569418.76434174,1
"267",15,50,3,0.01,0.005,0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.586474770466972,-0.0414360514397049,0.138363799762558,0.888695127050802,0.867927407003059,0.531048878939384,0.103842989488791,-0.0826554070265252,-0.206253835847671,0.0838046857576694,273.022264423605,0
"268",16,50,1,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.500071505432345,0.00144159807927494,0.0991550636538773,0.999099746210248,0.999430058199728,0.498929033502218,-0.0963177705729272,-0.0522278649468709,-0.0527796459372024,-0.0967675902056229,-983101.434808852,1
"269",17,50,2,0.01,-0.005,-0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.499910210888597,0.000206561913091291,0.0990195523622821,0.998227239900414,1.00091115877009,0.50115821656829,-0.0969079919433076,-0.0515441375032424,-0.0540028898340293,-0.097617086023775,-22330111.7955628,1
"270",18,50,3,0.01,-0.005,-0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.500741903155744,-0.00154715425505332,0.0986818137517657,0.999315011827808,0.999877800396885,0.499557321002105,-0.0961389462564991,-0.0521237606123584,-0.0520548470564626,-0.0972249350128004,-28736254.0757953,1
"271",19,100,1,0.01,0,0,0.005,0,0,0.0230258509299405,0,0,0.0230258509299405,0.516456514976589,-0.00431945230985529,0.0941477689847407,1.03047737753308,0.929053721057097,0.467101763785582,0.0223585935217394,-0.0423041709343532,-0.0312369566227085,-0.177811973639065,-1620118.63770382,1
"272",20,100,2,0.01,0,0,0.005,0,0,0.0391202300542815,0,0,0.0391202300542815,0.556623161227621,0.00126830819986732,0.0625646923433016,1.02104572777014,0.935686823738138,0.484544449192516,-0.0336244304116941,-0.0475395522352812,-0.0420985849979652,-0.144579184297246,-11851416.8924633,1
"273",21,100,3,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.556103791814637,0.00339803489162847,0.0614165392908749,1.01577046658266,0.947231863391939,0.484516795630021,-0.135956189900459,-0.0573904032710484,-0.0408534906577431,-0.0364140495516516,-48935292.6230691,1
"274",22,100,1,0.01,0.005,0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.5677769372573,0.00622619266551106,0.121882791514311,1.05662135177149,0.802386827849634,0.440709832201138,0.027719937565056,-0.0293720864393613,0.00081153251837036,-0.124997339638514,-1119174.79091552,1
"275",23,100,2,0.01,0.005,0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.540752007609594,-0.0047701544050212,0.0930588452774876,1.04386943748163,0.860346752224976,0.474507092238297,-0.0105178811593944,-0.0421673967241415,-0.0147283387723197,-0.0976764369000129,-8705702.05804839,1
"276",24,100,3,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.517779924327295,-0.00895678633668774,0.0712346843835298,1.02594767410119,0.953937512183551,0.480318355441202,-0.0120733853254005,-0.0453392762755027,-0.0394948883020181,-0.143058242685307,-49174975.2916517,1
"277",25,100,1,0.01,-0.005,-0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.53195750363143,0.00535541418336846,0.061239308002925,1.01754721448859,0.949439432903764,0.487053856661258,-0.110109344927497,-0.0507599052713706,-0.0449638499114777,-0.0451506311755316,-1903310.82618263,1
"278",26,100,2,0.01,-0.005,-0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.536221147456776,-0.00952887966314269,0.0719972062085813,1.02551973780423,0.938307696095658,0.480808791722907,-0.125144574689313,-0.04700836834482,-0.0401148506971745,-0.0273673076958152,-23686130.3546482,1
