"","X","tree.size","tree.number","sig2.1","sig2.2","sig2.3","sig2.4","root.1","root.2","r.term.1","r.term.2","r.term.3","r.term.4","est.sig2.1","est.sig2.2","est.sig2.3","est.sig2.4","est.root.1","est.root.2","est.r.term.1","est.r.term.2","est.r.term.3","est.r.term.4","log.likelihood","convergence"
"11",11,50,2,0.01,0,0,0.005,0,0,0.0782404601085629,0,0,0.0782404601085629,0.57027097568838,-0.00832360594082136,0.0724466944084887,1.02677565198855,0.943862663128809,0.463570221495416,-0.0296992493587377,-0.0421152927795319,-0.0315713651391209,-0.145805315036432,-10379270.9528558,1
"12",12,50,3,0.01,0,0,0.005,0,0,0.0921034037197618,0,0,0.0921034037197618,0.500215205501854,-0.000157951532487066,0.0998017424970402,1.00037313749148,0.999801401076435,0.499585392049245,-0.0984869992603334,-0.0501663518201712,-0.0519431063516607,-0.0986589278126482,-20294266.5306017,1
"13",13,50,1,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.47281571833096,0.0453203580060742,0.219445676887895,0.589717529897996,0.872762203290669,0.473504820067094,0.00294843977682776,-0.0163956496203017,0.0714810982719678,0.0167493856727604,-184253.943904359,1
"14",14,50,2,0.01,0.005,0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.502443549661158,-0.00110438563514695,0.0968578647145455,1.00331381903947,0.997792916819132,0.501393581358469,-0.0961234420742491,-0.0530684392659835,-0.0521878759949942,-0.0965363134077737,-8171143.62419614,1
"15",15,50,3,0.01,0.005,0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.501215069689607,-0.0033156522846403,0.0975765260762425,1.00112542789724,1.00027325652974,0.498857344280393,-0.0957948973735301,-0.0524533222933649,-0.0527031553795999,-0.0963379752578331,-23076314.8502319,1
"16",16,50,1,0.01,-0.005,-0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.496825561909195,-0.0015422266741672,0.0998382228803868,1.0027601094968,1.0015562978354,0.500178425051354,-0.0959037480180673,-0.0520001441129081,-0.0532925953588166,-0.0975787230435879,-3199560.27162959,1
"17",17,50,2,0.01,-0.005,-0.005,0.005,0,0,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.0782404601085629,0.497288714929564,-0.00179371481250368,0.0995179304784841,1.00357541456076,1.00173261749861,0.500314659553512,-0.0956224870725109,-0.0540262366687231,-0.053430980507239,-0.0972870406553728,-5931222.80327891,1
"18",18,50,3,0.01,-0.005,-0.005,0.005,0,0,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.0921034037197618,0.500586638701822,0.000850681111798288,0.0982030583949328,0.999219187682995,1.00044373849267,0.499703184431169,-0.0938329320700428,-0.0553554663114834,-0.0532029388212003,-0.0958607569575552,-96124847.7393869,1
"19",19,100,1,0.01,0,0,0.005,0,0,0.0230258509299405,0,0,0.0230258509299405,0.560275871794465,0.021619462732454,0.101425731182321,1.05447289337929,0.850490274919472,0.448727968350737,0.00791803306301333,-0.0568075869275982,-0.0190855621584603,-0.163343119411772,-559023.028209305,1
"20",20,100,2,0.01,0,0,0.005,0,0,0.0391202300542815,0,0,0.0391202300542815,0.544865959436603,-0.0109763511793298,0.0929214653632522,1.03322322599214,0.86507572300607,0.534906630183915,-0.0882215167252863,-0.0475589617611556,-0.0371108626851362,-0.0453781060877577,-10500525.3103438,1
"21",21,100,3,0.01,0,0,0.005,0,0,0.0460517018598809,0,0,0.0460517018598809,0.527639909226205,0.0125149120867225,0.0711843937206533,1.0394374473554,0.935297018459567,0.458216785127635,-0.130198858809878,-0.0507082304063823,-0.0296223840458263,-0.0227845640999397,-18503064.1582359,1
"22",22,100,1,0.01,0.005,0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.527094795375773,0.0299333999365596,0.160951208371967,1.0595128486593,0.748894849088982,0.495133870341327,0.0344228315387746,-0.0374798804368634,-0.0214956557129891,-0.163846203319534,-844778.670114378,1
"23",23,100,2,0.01,0.005,0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.574381653269517,-0.139592786008995,0.146587569703843,1.06703381135714,0.869939444915341,0.463549479841978,-0.120058402711982,-0.0499840986783291,0.00701571685794615,0.0210478145109832,-11704014.8612017,1
"24",24,100,3,0.01,0.005,0.005,0.005,0,0,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.0460517018598809,0.572003549423994,0.0068819054883988,0.119448884759474,1.05634092615158,0.948558244298406,0.302989641372898,0.0291450889625269,-0.0300448475313743,-0.00772229010995881,-0.115220600739158,-13919613.7168894,1
"25",25,100,1,0.01,-0.005,-0.005,0.005,0,0,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.0230258509299405,0.544750002946903,0.0358935209012775,0.0686865210296488,1.01557735747271,0.941132072887994,0.487307315481798,-0.0446944464431816,-0.0663956789284316,-0.0445932265439159,-0.1399395407573,-696191.514277206,1
"26",26,100,2,0.01,-0.005,-0.005,0.005,0,0,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.0391202300542815,0.533920295567643,-0.00338917775457406,0.0779302471956389,1.01674617253615,0.933928031217592,0.515396952301183,-0.0954102962677827,-0.0543911064973333,-0.0428570196038072,-0.0674169776224303,-17498979.5395581,1
